"GEO_ID","NAME","B17011_001E","B17011_001M","B17011_002E","B17011_002M","B17011_003E","B17011_003M","B17011_004E","B17011_004M","B17011_005E","B17011_005M",
"1500000US150030023002","Block Group 2, Census Tract 23, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030023003","Block Group 3, Census Tract 23, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030023004","Block Group 4, Census Tract 23, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030023005","Block Group 5, Census Tract 23, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030024011","Block Group 1, Census Tract 24.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030024012","Block Group 2, Census Tract 24.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030024013","Block Group 3, Census Tract 24.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030024021","Block Group 1, Census Tract 24.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030024022","Block Group 2, Census Tract 24.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030025001","Block Group 1, Census Tract 25, Honolulu County, Hawaii","456700","473555","-","**","456700","473555","-","**","456700","473555",
"1500000US150030025002","Block Group 2, Census Tract 25, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030026001","Block Group 1, Census Tract 26, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030026002","Block Group 2, Census Tract 26, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030026003","Block Group 3, Census Tract 26, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030026004","Block Group 4, Census Tract 26, Honolulu County, Hawaii","309800","376017","-","**","309800","376017","-","**","309800","376017",
"1500000US150030027011","Block Group 1, Census Tract 27.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030027012","Block Group 2, Census Tract 27.01, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030027013","Block Group 3, Census Tract 27.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030027021","Block Group 1, Census Tract 27.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030027022","Block Group 2, Census Tract 27.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030027023","Block Group 3, Census Tract 27.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030028001","Block Group 1, Census Tract 28, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030028002","Block Group 2, Census Tract 28, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030029001","Block Group 1, Census Tract 29, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030030001","Block Group 1, Census Tract 30, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030030002","Block Group 2, Census Tract 30, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030030003","Block Group 3, Census Tract 30, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030030004","Block Group 4, Census Tract 30, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030031011","Block Group 1, Census Tract 31.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030031012","Block Group 2, Census Tract 31.01, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030031021","Block Group 1, Census Tract 31.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030031022","Block Group 2, Census Tract 31.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030032001","Block Group 1, Census Tract 32, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030033001","Block Group 1, Census Tract 33, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030034031","Block Group 1, Census Tract 34.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030034032","Block Group 2, Census Tract 34.03, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030034033","Block Group 3, Census Tract 34.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030034034","Block Group 4, Census Tract 34.03, Honolulu County, Hawaii","647800","572069","647800","572069","-","**","-","**","-","**",
"1500000US150030034041","Block Group 1, Census Tract 34.04, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030034042","Block Group 2, Census Tract 34.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030034043","Block Group 3, Census Tract 34.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030034051","Block Group 1, Census Tract 34.05, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030034052","Block Group 2, Census Tract 34.05, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030034061","Block Group 1, Census Tract 34.06, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030034062","Block Group 2, Census Tract 34.06, Honolulu County, Hawaii","478300","518059","478300","518059","-","**","-","**","-","**",
"1500000US150030034063","Block Group 3, Census Tract 34.06, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030034064","Block Group 4, Census Tract 34.06, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030034071","Block Group 1, Census Tract 34.07, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030035011","Block Group 1, Census Tract 35.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030035012","Block Group 2, Census Tract 35.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030035021","Block Group 1, Census Tract 35.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030035022","Block Group 2, Census Tract 35.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030035023","Block Group 3, Census Tract 35.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030036011","Block Group 1, Census Tract 36.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030036012","Block Group 2, Census Tract 36.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030036031","Block Group 1, Census Tract 36.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030036032","Block Group 2, Census Tract 36.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030036041","Block Group 1, Census Tract 36.04, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030036042","Block Group 2, Census Tract 36.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030037001","Block Group 1, Census Tract 37, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030037002","Block Group 2, Census Tract 37, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030037003","Block Group 3, Census Tract 37, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030037004","Block Group 4, Census Tract 37, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030037005","Block Group 5, Census Tract 37, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030037006","Block Group 6, Census Tract 37, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030037007","Block Group 7, Census Tract 37, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030038001","Block Group 1, Census Tract 38, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030038002","Block Group 2, Census Tract 38, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030038003","Block Group 3, Census Tract 38, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030039001","Block Group 1, Census Tract 39, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030040001","Block Group 1, Census Tract 40, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030040002","Block Group 2, Census Tract 40, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030041001","Block Group 1, Census Tract 41, Honolulu County, Hawaii","161700","229126","161700","229126","-","**","-","**","-","**",
"1500000US150030041002","Block Group 2, Census Tract 41, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030041003","Block Group 3, Census Tract 41, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030042001","Block Group 1, Census Tract 42, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030042002","Block Group 2, Census Tract 42, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030043001","Block Group 1, Census Tract 43, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030043002","Block Group 2, Census Tract 43, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030043003","Block Group 3, Census Tract 43, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030044001","Block Group 1, Census Tract 44, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030044002","Block Group 2, Census Tract 44, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030045001","Block Group 1, Census Tract 45, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030045002","Block Group 2, Census Tract 45, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030045003","Block Group 3, Census Tract 45, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030045004","Block Group 4, Census Tract 45, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030046001","Block Group 1, Census Tract 46, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030046002","Block Group 2, Census Tract 46, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030046003","Block Group 3, Census Tract 46, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030047001","Block Group 1, Census Tract 47, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030047002","Block Group 2, Census Tract 47, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030047003","Block Group 3, Census Tract 47, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030047004","Block Group 4, Census Tract 47, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030048001","Block Group 1, Census Tract 48, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030048002","Block Group 2, Census Tract 48, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030048003","Block Group 3, Census Tract 48, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030048004","Block Group 4, Census Tract 48, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030049001","Block Group 1, Census Tract 49, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030049002","Block Group 2, Census Tract 49, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030049003","Block Group 3, Census Tract 49, Honolulu County, Hawaii","288700","364185","-","**","288700","364185","-","**","288700","364185",
"1500000US150030050001","Block Group 1, Census Tract 50, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030050002","Block Group 2, Census Tract 50, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030050003","Block Group 3, Census Tract 50, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030050004","Block Group 4, Census Tract 50, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030051001","Block Group 1, Census Tract 51, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030051002","Block Group 2, Census Tract 51, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030052001","Block Group 1, Census Tract 52, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030052002","Block Group 2, Census Tract 52, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030053001","Block Group 1, Census Tract 53, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030053002","Block Group 2, Census Tract 53, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030054001","Block Group 1, Census Tract 54, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030055001","Block Group 1, Census Tract 55, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030055002","Block Group 2, Census Tract 55, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030056001","Block Group 1, Census Tract 56, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030056002","Block Group 2, Census Tract 56, Honolulu County, Hawaii","515300","582824","515300","582824","-","**","-","**","-","**",
"1500000US150030056003","Block Group 3, Census Tract 56, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030056004","Block Group 4, Census Tract 56, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030057001","Block Group 1, Census Tract 57, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030057002","Block Group 2, Census Tract 57, Honolulu County, Hawaii","395000","424398","395000","424398","-","**","-","**","-","**",
"1500000US150030058001","Block Group 1, Census Tract 58, Honolulu County, Hawaii","777500","718079","163500","243347","614000","669878","-","**","614000","669878",
"1500000US150030058002","Block Group 2, Census Tract 58, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030059001","Block Group 1, Census Tract 59, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030059002","Block Group 2, Census Tract 59, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030060001","Block Group 1, Census Tract 60, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030060002","Block Group 2, Census Tract 60, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030060003","Block Group 3, Census Tract 60, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030061001","Block Group 1, Census Tract 61, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030061002","Block Group 2, Census Tract 61, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030062011","Block Group 1, Census Tract 62.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030062012","Block Group 2, Census Tract 62.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030062013","Block Group 3, Census Tract 62.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030062014","Block Group 4, Census Tract 62.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030062021","Block Group 1, Census Tract 62.02, Honolulu County, Hawaii","958100","482155","500800","388901","457400","297548","-","**","457400","297548",
"1500000US150030063011","Block Group 1, Census Tract 63.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030063012","Block Group 2, Census Tract 63.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030063013","Block Group 3, Census Tract 63.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030063021","Block Group 1, Census Tract 63.02, Honolulu County, Hawaii","2097900","898470","532900","341370","1564900","882989","-","**","1564900","882989",
"1500000US150030064011","Block Group 1, Census Tract 64.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030064021","Block Group 1, Census Tract 64.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030064022","Block Group 2, Census Tract 64.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030064023","Block Group 3, Census Tract 64.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030065001","Block Group 1, Census Tract 65, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030065002","Block Group 2, Census Tract 65, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030066001","Block Group 1, Census Tract 66, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030067011","Block Group 1, Census Tract 67.01, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030067012","Block Group 2, Census Tract 67.01, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030067013","Block Group 3, Census Tract 67.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030067021","Block Group 1, Census Tract 67.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030068021","Block Group 1, Census Tract 68.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030068022","Block Group 2, Census Tract 68.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030068023","Block Group 3, Census Tract 68.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030068041","Block Group 1, Census Tract 68.04, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030068042","Block Group 2, Census Tract 68.04, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030068043","Block Group 3, Census Tract 68.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030068051","Block Group 1, Census Tract 68.05, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030068052","Block Group 2, Census Tract 68.05, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030068053","Block Group 3, Census Tract 68.05, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030068061","Block Group 1, Census Tract 68.06, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030068081","Block Group 1, Census Tract 68.08, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030068082","Block Group 2, Census Tract 68.08, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030068083","Block Group 3, Census Tract 68.08, Honolulu County, Hawaii","673800","486569","331600","334054","342200","374505","-","**","342200","374505",
"1500000US150030068091","Block Group 1, Census Tract 68.09, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030068092","Block Group 2, Census Tract 68.09, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030069001","Block Group 1, Census Tract 69, Honolulu County, Hawaii","805300","564993","487500","481781","317900","318058","-","**","317900","318058",
"1500000US150030069002","Block Group 2, Census Tract 69, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030070001","Block Group 1, Census Tract 70, Honolulu County, Hawaii","412500","424403","-","**","412500","424403","-","**","412500","424403",
"1500000US150030070002","Block Group 2, Census Tract 70, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030070003","Block Group 3, Census Tract 70, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030071001","Block Group 1, Census Tract 71, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030073021","Block Group 1, Census Tract 73.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030073022","Block Group 2, Census Tract 73.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030073031","Block Group 1, Census Tract 73.03, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030074001","Block Group 1, Census Tract 74, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030075021","Block Group 1, Census Tract 75.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030075031","Block Group 1, Census Tract 75.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030075032","Block Group 2, Census Tract 75.03, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030075041","Block Group 1, Census Tract 75.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030075042","Block Group 2, Census Tract 75.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030075051","Block Group 1, Census Tract 75.05, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030075052","Block Group 2, Census Tract 75.05, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030075053","Block Group 3, Census Tract 75.05, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030075061","Block Group 1, Census Tract 75.06, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030077011","Block Group 1, Census Tract 77.01, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030077012","Block Group 2, Census Tract 77.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030077013","Block Group 3, Census Tract 77.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030077021","Block Group 1, Census Tract 77.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030077022","Block Group 2, Census Tract 77.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030077023","Block Group 3, Census Tract 77.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030078041","Block Group 1, Census Tract 78.04, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030078051","Block Group 1, Census Tract 78.05, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030078052","Block Group 2, Census Tract 78.05, Honolulu County, Hawaii","128300","148012","-","**","128300","148012","-","**","128300","148012",
"1500000US150030078071","Block Group 1, Census Tract 78.07, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030078072","Block Group 2, Census Tract 78.07, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030078073","Block Group 3, Census Tract 78.07, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030078074","Block Group 4, Census Tract 78.07, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030078075","Block Group 5, Census Tract 78.07, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030078076","Block Group 6, Census Tract 78.07, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030078081","Block Group 1, Census Tract 78.08, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030078082","Block Group 2, Census Tract 78.08, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030078091","Block Group 1, Census Tract 78.09, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030078092","Block Group 2, Census Tract 78.09, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030078101","Block Group 1, Census Tract 78.10, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030078102","Block Group 2, Census Tract 78.10, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030078103","Block Group 3, Census Tract 78.10, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030078111","Block Group 1, Census Tract 78.11, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030078112","Block Group 2, Census Tract 78.11, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030080011","Block Group 1, Census Tract 80.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030080012","Block Group 2, Census Tract 80.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030080021","Block Group 1, Census Tract 80.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030080022","Block Group 2, Census Tract 80.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030080031","Block Group 1, Census Tract 80.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030080032","Block Group 2, Census Tract 80.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030080051","Block Group 1, Census Tract 80.05, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030080052","Block Group 2, Census Tract 80.05, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030080053","Block Group 3, Census Tract 80.05, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030080061","Block Group 1, Census Tract 80.06, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030080062","Block Group 2, Census Tract 80.06, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030080071","Block Group 1, Census Tract 80.07, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030080072","Block Group 2, Census Tract 80.07, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030083011","Block Group 1, Census Tract 83.01, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030083012","Block Group 2, Census Tract 83.01, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030083013","Block Group 3, Census Tract 83.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030083021","Block Group 1, Census Tract 83.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030083022","Block Group 2, Census Tract 83.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030083023","Block Group 3, Census Tract 83.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030084021","Block Group 1, Census Tract 84.02, Honolulu County, Hawaii","400300","365518","400300","365518","-","**","-","**","-","**",
"1500000US150030084022","Block Group 2, Census Tract 84.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030084023","Block Group 3, Census Tract 84.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030084051","Block Group 1, Census Tract 84.05, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
